The below shall be read as a csv file format. The row below are the column headers.
Hotel Code,Name,Hotel Name,ExpMode,Country,HUB Area,Country.1,BRAND,Segment,Estimated_Hotel_Area sqm,Nb of keys,2022 Grid Electric Power kWh,2022 Location Based - GHG Emissions in Tons CO2eq Scope 1,2022 Location Based - GHG Emissions in Tons CO2eq Scope 2,Total Energy 2019 kWh,Total Energy 2020 kWh,Total Energy 2021 kWh,Total Energy 2022 kWh,Available Rooms 2019,Available Rooms 2020,Available Rooms 2021,Available Rooms 2022,Sold Room 2019,Sold Room 2020,Sold Room 2021,Sold Room 2022,Nb Guests 2019,Nb Guests 2020,Nb Guests 2021,Nb guests 2022,Water kL 2019,Water kL 2020,Water kL 2021,Water kL 2022,Water stress level 2030 Category
H6204,H6204 - LONDON GATWICK,H6204 - SOFITEL LONDON GATWICK,Franchised,United Kingdom, NORTH EUROPE,United Kingdom,SOFITEL,LUX,49339.5,518,7417021.213114756,811.4285695710391,1448.1837756903544,9988223.19125683,7312206.885245902,10284753.929005722,11861741.442622952,189070.0,189588.0,189070.0,189070.0,179216.0,36743.0,65657.0,111735.0,278286.0,56037.0,91470.0,176502.0,71695.84460348362,15652.251424425633,27002.980589253504,43408.63513164083,High (40-80%)
H6214,H6214 - LONDON HEATHROW,H6214 - SOFITEL LONDON HEATHROW,Franchised,United Kingdom, NORTH EUROPE,United Kingdom,SOFITEL,LUX,57626.25,605,8662737.13114754,,1691.4115526885407,11665781.912568307,8540318.852459017,12012116.07538313,8662737.13114754,220825.0,221430.0,220825.0,220825.0,182827.0,57084.0,100689.0,166271.0,255104.0,80670.0,149004.0,262123.0,73140.43490157742,24317.369847642076,41410.71192030318,64595.669861485236,High (40-80%)
HA597,HA597 - THE SAVOY - SVY,HA597 - FAIRMONT THE SAVOY - SVY,Managed,United Kingdom, NORTH EUROPE,United Kingdom,FAIRMONT,LUX,25431.75,267,7260060.778363119,,1417.5370310604887,11393316.109903615,6871871.717426222,11355827.14225554,7260060.778363119,97455.0,97722.0,97455.0,97455.0,68147.0,11741.0,21447.0,48883.0,118830.0,22588.0,44527.0,91966.0,19665.815847807713,3549.644597266212,6189.160968024007,13811.0354337551,High (40-80%)
HA5A5,HA5A5 - ST ANDREWS SCOTLAND - SAB,HA5A5 - FAIRMONT ST ANDREWS SCOTLAND - SAB,Managed,United Kingdom, NORTH EUROPE,United Kingdom,FAIRMONT,LUX,20097.75,211,5737351.401627783,,1120.225893459787,9003706.738538064,5430580.271074655,8974080.625527784,5737351.401627783,76772.0,77226.0,77015.0,77015.0,54520.0,17874.0,28796.0,39338.0,107413.0,40932.0,63883.0,79516.0,15733.345268646844,5403.82825411262,8309.930490754852,11114.262870385577,Low (<10%)
HB3F3,MAMA SHELTERMID,HB3F3 - MAMA SHELTERELTERMID,Managed,United Kingdom, NORTH EUROPE,United Kingdom,MAMA SHELTER,MID,8865.800000000001,194,1400650.7098039212,,273.4790120002094,,2096788.3707368579,1355989.582394822,1400650.7098039216,23546.0,70638.0,70598.0,70810.0,15191.0,15595.0,18053.0,50608.0,22460.0,20422.0,28501.0,76898.0,4383.808656933496,4714.820500329322,5209.722709737372,14298.40396930381,High (40-80%)
HB5D3,THE ORIGINALSLUX,HB5D3 - THE ORIGINALSGINALSLUX,Managed,United Kingdom, NORTH EUROPE,United Kingdom,THE ORIGINALS,LUX,19335.75,203,1465629.3509803927,,286.1661826600129,6799684.964583034,5000434.415957582,7245183.867522411,1465629.3509803922,56100.0,74664.0,74460.0,74215.0,50494.0,11382.0,27511.0,53499.0,56100.0,25383.0,50515.0,63374.0,14571.524871516027,3441.1084921287816,7939.10604706059,15115.205381635009,High (40-80%)
HB5D4,THE ORIGINALSLUX,HB5D4 - THE ORIGINALSGINALSLUX,Managed,United Kingdom, NORTH EUROPE,United Kingdom,THE ORIGINALS,LUX,14287.5,150,1082977.3529411766,,211.45284433005884,4999768.356311054,3676790.0117335166,5327341.0790605955,1082977.3529411766,41250.0,54900.0,50250.0,54750.0,35078.0,6973.0,,32119.0,41250.0,18300.0,,48391.0,10122.785864519332,,,9074.660865674776,High (40-80%)
HB773,HB773 - WINDSOR,HB773 - FAIRMONT WINDSOR,Managed,United Kingdom, NORTH EUROPE,United Kingdom,FAIRMONT,LUX,23717.25,249,6770618.478698191,,1321.9727368316921,,,,6770618.478698191,,,,83166.0,,,,31297.0,,,,46377.0,,,,8842.419163517652,High (40-80%)
HB7D0,HB7D0 - FAIRMONT CARTON HOUSE DUBLIN,HB7D0 - FAIRMONT FAIRMONT CARTON HOUSE DUBLIN,Managed,Ireland, NORTH EUROPE,Ireland,FAIRMONT,LUX,16097.25,169,4595319.369076281,,1226.298655256832,,4375349.033567257,7230301.925780679,4595319.369076281,,,36210.0,61744.0,,,12993.0,24796.0,,,21906.0,37627.0,,,,7005.675482588865,Extremely high (>80%)
HB896,HB896 - MONDRIAN SHOREDITCH LONDON,HB896 - MONDRIAN MONDRIAN SHOREDITCH LONDON,Managed,United Kingdom, NORTH EUROPE,United Kingdom,MONDRIAN,PRE,8666.666666666668,120,2756445.152542373,,538.1997750571119,,,4902864.0,2756445.152542373,,,11040.0,43800.0,,,9020.0,29386.0,,,18240.0,143367.0,,,,8302.499585874995,High (40-80%)
HB996,HB996 - THE HOXTON HOLBORN,HB996 - HOXTON THE HOXTON HOLBORN,Managed,United Kingdom, NORTH EUROPE,United Kingdom,HOXTON,PRE,15888.88888888889,220,4028139.621450251,,786.4999004836316,,,,4028139.621450251,,,20240.0,80300.0,,,13914.0,66579.0,,,21369.0,99744.0,,,,18810.730277273917,High (40-80%)
HB9A2,HOXTONPRE,HB9A2 - HOXTONRE,Managed,United Kingdom, NORTH EUROPE,United Kingdom,HOXTON,PRE,13866.666666666668,192,1386211.011764706,,270.65964074247535,,,,1386211.011764706,,,17664.0,70080.0,,,10640.0,54876.0,,,17100.0,87042.0,,,,15504.252612620849,High (40-80%)
HB9B9,HB9B9 - THE HOXTON SHOREDITCH,HB9B9 - HOXTON THE HOXTON SHOREDITCH,Managed,United Kingdom, NORTH EUROPE,United Kingdom,HOXTON,PRE,15166.666666666668,210,3845042.3659297847,,750.7499050071027,,,,3845042.3659297847,,,19320.0,76650.0,,,12427.0,61972.0,,,18939.0,87717.0,,,,17509.103121753393,High (40-80%)
HB9C0,GlenEaglesLUX,HB9C0 - GlenEagleslesLUX,Managed,United Kingdom, NORTH EUROPE,United Kingdom,GlenEagles,LUX,22193.25,233,2243231.087654321,513.5718592764332,437.99401038802887,,,,5056397.04930987,,,21436.0,85045.0,,,15248.0,62761.0,,,30706.0,122928.0,,,,17732.021251926108,High (40-80%)
HB9C4,GlenEaglesLUX,HB9C4 - GlenEagleslesLUX,Managed,United Kingdom, NORTH EUROPE,United Kingdom,GlenEagles,LUX,2857.5,30,216595.4705882353,,42.29056886601177,,,,216595.4705882353,,,,6270.0,,,,4446.0,,,,8259.0,,,,1256.1394255359774,High (40-80%)
HB9D5,HOXTONLUX,HB9D5 - HOXTONUX,Managed,United Kingdom, NORTH EUROPE,United Kingdom,HOXTON,LUX,22574.25,237,1711104.217647059,,334.09549404149294,,,,1711104.217647059,,,,,,,,,,,,,,,,,High (40-80%)
HC007,TRIBEMID,HC007 - TRIBED,Managed,United Kingdom, NORTH EUROPE,United Kingdom,TRIBE,MID,14395.5,315,2274252.4411764713,42.900631325543465,444.05097309312356,,,,2509247.006393862,,,,,,,,,,,,,,,,,High (40-80%)
HA593,HA593 - BAKU FLAME TOWERS - AZE,HA593 - FAIRMONT BAKU FLAME TOWERS - AZE,Managed,Azerbaidjan, NORTH EUROPE,Azerbaidjan,FAIRMONT,LUX,28479.75,299,8646813.960747086,,3807.1152302726914,12796413.3,7695466.829627117,12716825.151814256,8646813.960747086,109135.0,109434.0,109135.0,109135.0,73163.0,21891.0,31159.0,47030.0,123206.0,31703.0,41307.0,76048.0,21113.3297852166,6618.2837815138955,8991.843456085235,13287.502740206255,Extremely high (>80%)
HA596,HA596 - GRAND HOTEL KYIV - KYV,HA596 - FAIRMONT GRAND HOTEL KYIV - KYV,Franchised,Ukraine, NORTH EUROPE,Ukraine,FAIRMONT,LUX,24574.5,258,7015339.628530652,,2345.631419846438,11009271.746648438,6640235.59211972,,7015339.628530652,,,,47472.0,,,,5213.0,,,,6742.0,,,,1472.8418410524177,Low (<10%)
HB1N9,HB1N9 - ALMATY,HB1N9 - RIXOS ALMATY,Managed,Kazakhstan, NORTH EUROPE,Kazakhstan,RIXOS,LUX,,237,,,,7932965.792013539,5809328.218538957,8417198.90491574,,58310.0,86773.0,86505.0,86505.0,37973.0,17125.0,35795.0,58913.0,49489.0,23862.0,49549.0,80004.0,10958.223035332478,5177.383845343998,10329.697246720723,16644.836252047015,Extremely high (>80%)
HB1Q3,HB1Q3 - ASTANA,HB1Q3 - RIXOS ASTANA,Managed,Kazakhstan, NORTH EUROPE,Kazakhstan,RIXOS,LUX,,179,,,,6133049.18374156,4510195.747726447,6534871.723647663,,67160.0,67344.0,67160.0,67160.0,34830.0,14307.0,24046.0,39091.0,41605.0,18226.0,30885.0,50682.0,10051.218189783009,4325.4207693627195,6939.178656087344,11044.477346744688,Extremely high (>80%)
HB1Q4,HB1Q4 - BOROVOE  RIXOS,HB1Q4 - RIXOS BOROVOE  RIXOS,Franchised,Kazakhstan, NORTH EUROPE,Kazakhstan,RIXOS,LUX,,200,,,,6666357.808414739,4902386.682311356,7103121.43874746,,60800.0,73200.0,73000.0,60800.0,30840.0,31279.0,39520.0,35658.0,63428.0,65092.0,82861.0,72517.0,8899.786648662302,9456.54828020525,11404.655264433663,10074.543327881664,Arid and low water use
HB1Q5,HB1Q5 - KHADISHA SHYMKENT RIXOS,HB1Q5 - RIXOS KHADISHA SHYMKENT RIXOS,Managed,Kazakhstan, NORTH EUROPE,Kazakhstan,RIXOS,LUX,,177,,,,3899819.317922622,4338612.21384555,6286262.473291503,,35802.0,62922.0,64605.0,64605.0,18762.0,13457.0,24890.0,26685.0,24572.0,19103.0,36190.0,39061.0,5414.325457269848,4068.4411332434556,7182.73961365774,7539.379345575248,Extremely high (>80%)
HB7R0,HB7R0 - RIXOS AKTAU,HB7R0 - RIXOS RIXOS AKTAU,Managed,Kazakhstan, NORTH EUROPE,Kazakhstan,RIXOS,LUX,,500,,,,,12255966.705778388,17757803.59686865,,,76500.0,182500.0,182500.0,,24331.0,51761.0,67776.0,,68952.0,97958.0,129417.0,,7355.966501668018,14937.154887205234,19148.921661072065,Arid and low water use
HB8Q1,HB8Q1 - RIXOS TURKESTAN,HB8Q1 - RIXOS RIXOS TURKESTAN,Franchised,Kazakhstan, NORTH EUROPE,Kazakhstan,RIXOS,LUX,,121,,,,,,,,,,,33033.0,,,,9878.0,,,,20686.0,,,,2790.855880666753,Extremely high (>80%)
HA5A4,HA5A4 - LE MONTREUX PALACE - RMP,HA5A4 - FAIRMONT LE MONTREUX PALACE - RMP,Managed,Switzerland, NORTH EUROPE,Switzerland,FAIRMONT,LUX,22479.0,236,6417132.373384629,,159.09129980462103,10070496.636469115,6074013.952481604,10037360.320495531,6417132.373384629,86140.0,86376.0,86140.0,86140.0,51639.0,15605.0,28571.0,46036.0,81751.0,26480.0,31361.0,76783.0,14901.9482085043,4717.84379016602,8245.000140691654,13006.66545073645,Low-medium (10-20%)
HB144,HB144 - ZURICH LANGSTRASSE,HB144 - 25 Hours ZURICH LANGSTRASSE,Managed with minority,Switzerland, NORTH EUROPE,Switzerland,25 Hours,PRE,12277.77777777778,170,4992622.67281106,,123.77535388639632,3767393.6785950167,2835155.195194033,3788417.29723219,4992622.67281106,,,15640.0,62050.0,,,9031.0,43994.0,,,9031.0,50377.0,,,,12429.734117640528,Low-medium (10-20%)
HB145,HB145 - ZURICH WEST,HB145 - 25 Hours ZURICH WEST,Managed with minority,Switzerland, NORTH EUROPE,Switzerland,25 Hours,PRE,9100.0,126,3700414.451612904,,91.73937993932905,2792303.550017483,2101350.3211438125,2807885.7614779766,3700414.451612904,,,11592.0,45990.0,,,4989.0,29773.0,,,4989.0,34221.0,,,,8411.839657328532,Low-medium (10-20%)
HB748,HB748 - FAIRMONT GENEVA,HB748 - FAIRMONT FAIRMONT GENEVA,Managed,Switzerland, NORTH EUROPE,Switzerland,FAIRMONT,LUX,39243.0,412,11202790.414552825,,277.73565898094853,17580697.517903708,10603787.069586528,17522849.37306847,11202790.414552825,,138020.0,150380.0,150380.0,,16476.0,34426.0,71025.0,,18254.0,47396.0,90578.0,,4981.172334942348,9934.632139002866,20066.869702809894,Low-medium (10-20%)
H1319,H1319 - LISBOA LIBERDADE,H1319 - SOFITEL LISBOA LIBERDADE,Managed with minority,Portugal,SOUTH EUROPE,Portugal,SOFITEL,LUX,17930.0,163,1668603.4000000001,124.23966995439999,309.29282680502007,2834110.77,3654614.152414335,1509021.0,2379313.4000000004,59495.0,54768.0,59495.0,59495.0,47702.0,7497.0,10514.0,36331.0,83288.0,12633.0,18363.0,64603.0,22228.0,1935.759223915632,4652.201249038711,17232.719999999998,High (40-80%)
H7341,H7341 - BARCELONA SKIPPER,H7341 - SOFITEL BARCELONA SKIPPER,Managed,Spain,SOUTH EUROPE,Spain,SOFITEL,LUX,,225,,,,4280964.68178771,3282522.95,,,81030.0,81252.0,,16833.0,64708.0,10503.0,,5724.0,100074.0,15584.0,,8827.0,28251.207272727275,,,2402.510173134252,Extremely high (>80%)
HA594,HA594 - REY JUAN CARLOS I - BCN,HA594 - FAIRMONT REY JUAN CARLOS I - BCN,Managed,Spain,SOUTH EUROPE,Spain,FAIRMONT,LUX,,432,,,,18434129.43624855,11118534.014712088,18373473.129042666,,157680.0,158112.0,144288.0,,90918.0,13118.0,,,147256.0,20305.0,,,22402.355186680707,,,,Medium-high (20-40%)
HB5L3,HB5L3 - LISBONNE MAMA SHELTER,HB5L3 - MAMA SHELTER LISBONNE MAMA SHELTER,Managed,Portugal,SOUTH EUROPE,Portugal,MAMA SHELTER,MID,6500.0,130,150043.63636363638,7.266703626729253,27.81213344945455,,,,191612.63712199556,,,,45890.0,,,,29673.0,,,,45864.0,,,,7268.65201194003,High (40-80%)
HB6V6,HB6V6 - SOTOGRANDE,HB6V6 - SO SOTOGRANDE,Managed,Spain,SOUTH EUROPE,Spain,SO,LUX,15100.0,151,3410897.7902982947,369.42423637060335,525.5552246065097,,,3179274.038655462,5434473.78730204,,,16006.0,55115.0,,,6013.0,20091.0,,,10251.0,35279.0,,,,4921.460168229944,Extremely high (>80%)
HB9D7,HB9D7 - THE HOXTON BARCELONA,HB9D7 - HOXTON THE HOXTON BARCELONA,Managed,Spain,SOUTH EUROPE,Spain,HOXTON,PRE,17333.333333333336,240,4394334.1324911835,,677.0842763352006,,,,4394334.1324911835,,,,58800.0,,,,37105.0,,,,59257.0,,,,9089.183193577826,Extremely high (>80%)
H1312,H1312 - ROMA VILLA BORGHESE,H1312 - SOFITEL ROMA VILLA BORGHESE,Managed with minority,Italy,SOUTH EUROPE,Italy,SOFITEL,LUX,8580.0,78,923587.2,125.19757186394523,245.35902106799998,2309535.582071686,1748833.7661860008,1638825.048,1609375.452,14352.0,28548.0,28470.0,28470.0,8686.0,3760.0,9973.0,19259.0,14853.0,6350.0,16757.0,34083.0,3608.657571296445,970.8489638419069,4412.821291293804,8083.498152409601,Extremely high (>80%)
H3167,H3167 - ATHENES AIRPORT,H3167 - SOFITEL ATHENES AIRPORT,Managed,Greece,SOUTH EUROPE,Greece,SOFITEL,LUX,37950.0,345,4576800.0,662.5869130218,1711.8344162399999,8997601.6,7735226.273515003,4990008.8,8206218.0,125925.0,126270.0,125925.0,125925.0,99750.0,37880.0,64965.0,91361.0,149420.0,53640.0,95819.0,139152.0,41441.81357780571,9780.786901683892,28745.506386132758,40858.0,Extremely high (>80%)
HB5V4,HB5V4 - MAMA SHELTER ROME VIA RIZZO,HB5V4 - MAMA SHELTER MAMA SHELTER ROME VIA RIZZO,Managed,Italy,SOUTH EUROPE,Italy,MAMA SHELTER,MID,10850.0,217,250457.45454545462,190.68638747541075,66.5362143027273,,,1516751.2339158575,1294970.3983673016,,,40641.0,79205.0,,,7556.0,49782.0,,,15685.0,91464.0,,,,12194.521432224534,Extremely high (>80%)
HB660,HB660 - 25HOURS FLORENCE SAN PAOLINO,HB660 - 25 Hours 25HOURS FLORENCE SAN PAOLINO,Managed with minority,Italy,SOUTH EUROPE,Italy,25 Hours,PRE,13840.0,173,5080727.7788018435,,1349.7397908067742,,,,5080727.7788018435,,,7785.0,63145.0,,,1044.0,33903.0,,,1865.0,58628.0,,,,8304.826244761327,High (40-80%)
HB998,HB998 - THE HOXTON ROME,HB998 - HOXTON THE HOXTON ROME,Managed,Italy,SOUTH EUROPE,Italy,HOXTON,PRE,13938.88888888889,193,3533777.031544994,,938.7787889789537,,,,3533777.031544994,,,17756.0,70445.0,,,6515.0,44862.0,,,9725.0,72421.0,,,,10989.325870645154,Extremely high (>80%)
HB5I8,HB5I8 - 25HOURS HOTEL INDRE BY,HB5I8 - 25 Hours 25HOURS HOTEL INDRE BY,Managed with minority,Denmark, NORTH EUROPE,Denmark,25 Hours,PRE,13433.333333333334,186,5462516.571428571,,515.9740202907428,,,,5462516.571428571,,,,39804.0,,,,39847.0,,,,55256.0,,,,11258.071904932993,High (40-80%)
H5413,H5413 - MUENCHEN BAYERPOST,H5413 - SOFITEL MUENCHEN BAYERPOST,Managed with minority,Germany , NORTH EUROPE,Germany ,SOFITEL,LUX,37719.0,396,3997995.1400000006,,1833.7024393957884,9696278.3,7892545.144911806,5979935.59,7417266.21,144540.0,144936.0,144540.0,144540.0,115319.0,27503.0,34625.0,79794.0,182299.0,40376.0,52967.0,123366.0,52745.03,11716.07846191052,14240.343038867182,35693.68800000001,Medium-high (20-40%)
H6599,H6599 - VIENNA,H6599 - SO VIENNA,Managed,Austria, NORTH EUROPE,Austria,SO,LUX,17335.5,182,2493762.100291971,,299.22925755234394,5388916.358167268,4080612.121100669,4842695.26669869,2493762.100291971,66430.0,66612.0,66430.0,66430.0,50607.0,13537.0,12441.0,34186.0,85690.0,22527.0,20509.0,55313.0,14604.134336214433,4092.6274519370336,3590.215489494413,9658.655510880099,Low (<10%)
H8159,H8159 - FRANKFURT OPERA,H8159 - SOFITEL FRANKFURT OPERA,Subsidiary,Germany , NORTH EUROPE,Germany ,SOFITEL,LUX,14287.5,150,1031247.4517775824,,6652.585356260985,3221375.647473083,3397867.4220793177,2212748.653846154,36334922.08849968,54750.0,54900.0,54750.0,54750.0,40418.0,14763.0,19418.0,31395.0,54780.0,19587.0,26623.0,42964.0,18486.534071055074,6288.930892382104,7986.107758230265,14043.704222873905,High (40-80%)
HA595,HA595 - HOTEL VIER JAHRESZEITEN - RVJ,HA595 - FAIRMONT HOTEL VIER JAHRESZEITEN - RVJ,Managed,Germany , NORTH EUROPE,Germany ,FAIRMONT,LUX,14859.0,156,4241833.263762721,,1325.918604336847,6656768.963089753,4015026.171979365,6634865.296598742,4241833.263762721,56940.0,57096.0,56940.0,56940.0,40593.0,17783.0,16432.0,33381.0,62144.0,28431.0,26964.0,54163.0,11714.300889401713,5376.316316598675,4741.935609948733,9431.216860957367,Low (<10%)
HB0C7,HB0C7 - DUESSELDORF DAS TOUR,HB0C7 - 25 Hours DUESSELDORF DAS TOUR,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,14300.000000000002,198,5814936.995391705,,1817.6417284250322,4387905.578598903,3302121.933225991,4412391.910893963,5814936.995391705,,,18216.0,72270.0,,,9887.0,44742.0,,,9887.0,44742.0,,,,12641.068415953823,Low (<10%)
HB0C8,HB0C8 - MUNICH THE ROYAL BAVARIAN,HB0C8 - 25 Hours MUNICH THE ROYAL BAVARIAN,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,11916.666666666668,165,4845780.829493088,,1514.7014403541937,3656587.982165752,2751768.277688326,3676993.259078302,4845780.829493088,,,15180.0,60225.0,,,8708.0,43247.0,,,8708.0,49467.0,,,,12218.682351811609,Medium-high (20-40%)
HB0C9,HB0C9 - COLOGNE THE CIRCLE,HB0C9 - 25 Hours COLOGNE THE CIRCLE,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,14950.000000000002,207,6079252.313364054,,1900.2618069898062,4587355.83217158,3452218.384736263,4612955.179570962,6079252.313364054,,,19044.0,75555.0,,,12527.0,50481.0,,,12527.0,54206.0,,,,14262.52234378805,Low (<10%)
HB138,HB138 - HAMBURG HAFEN CITY,HB138 - 25 Hours HAMBURG HAFEN CITY,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,12277.77777777778,170,4992622.67281106,,1560.6014840012906,3767393.6785950167,2835155.195194033,3788417.29723219,4992622.67281106,,,15640.0,62050.0,,,11302.0,45715.0,,,11302.0,56988.0,,,,12915.972523251732,Low (<10%)
HB140,HB140 - HAMBURG ALTES HAFENAMT,HB140 - 25 Hours HAMBURG ALTES HAFENAMT,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,3538.888888888889,49,1439050.0645161287,,449.8204277415483,1085895.825006799,817191.7915559271,1091955.5739081018,1439050.0645161287,,,4508.0,17885.0,,,2876.0,12984.0,,,2876.0,17485.0,,,,3668.4017771388053,Low (<10%)
HB141,HB141 - FRANKFURT THE GOLDMAN,HB141 - 25 Hours FRANKFURT THE GOLDMAN,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,7005.555555555557,97,2848731.760368664,,890.4608467536775,2149630.510727745,1617706.199610713,2161626.340185426,2848731.760368664,,,8924.0,32495.0,,,2155.0,14059.0,,,2155.0,16914.0,,,,3972.1241978430735,High (40-80%)
HB142,HB142 - FRANKFURT THE TRIP,HB142 - 25 Hours FRANKFURT THE TRIP,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,10977.77777777778,152,4463992.03686636,,1395.3613268717422,3368493.171449662,2534962.292173488,3387290.759878194,4463992.03686636,,,13984.0,55480.0,,,6119.0,27217.0,,,6119.0,30532.0,,,,7689.686627263314,High (40-80%)
HB143,HB143 - BERLIN BIKINI,HB143 - 25 Hours BERLIN BIKINI,Managed with minority,Germany , NORTH EUROPE,Germany ,25 Hours,PRE,10761.111111111111,149,4375886.930875575,,1367.8213006834837,3302009.7535921033,2484930.141670064,3320436.3369858614,4375886.930875575,,,13708.0,54385.0,,,9388.0,40428.0,,,9388.0,40428.0,,,,11422.223278355486,Medium-high (20-40%)
HB146,HB146 - VIENNA AT MUSEUMS QUARTIER,HB146 - 25 Hours VIENNA AT MUSEUMS QUARTIER,Managed with minority,Austria, NORTH EUROPE,Austria,25 Hours,PRE,15672.222222222224,217,6372936.0,,764.6956008696001,4808967.22503011,3618992.2197476774,4835803.255878737,6372936.0,,,19964.0,79205.0,,,8120.0,53880.0,,,8120.0,53880.0,,,,15222.850258182289,Low (<10%)
HB1Y6,HB1Y6 - BERLIN DAS STUE,HB1Y6 - SO BERLIN DAS STUE,Managed,Germany , NORTH EUROPE,Germany ,SO,LUX,7429.5,78,1068755.1858394162,,334.0730991224635,1675115.336686003,1766891.0594812455,2075440.828585153,1068755.1858394162,28470.0,28548.0,28470.0,28470.0,20493.0,10130.0,12632.0,16528.0,20493.0,15599.0,18987.0,24836.0,5913.856283756049,3062.592604574289,3645.3341422147273,4669.696901767574,Medium-high (20-40%)
HB677,HB677 - JO & JOE VIENNA,HB677 - Jo & JOE JO & JOE VIENNA,Managed with minority,Austria, NORTH EUROPE,Austria,Jo & JOE,ECO,3421.25,115,199098.11852564107,,23.89000224982205,,,154483.4884496124,199098.11852564107,,,14030.0,41975.0,,,10215.0,83821.0,,,10215.0,83821.0,,,,23682.155372885998,Low (<10%)
HB6J0,HB6J0 - GREET HOTEL DARMSTADT,HB6J0 - GREET GREET HOTEL DARMSTADT,Franchised,Germany , NORTH EUROPE,Germany ,GREET,ECO,5771.5,194,647057.7533491524,,202.25828312850808,12153362.49230769,3552589.6229583034,1383546.7780774327,647057.7533491524,39240.0,119682.0,75755.0,70810.0,7555.0,9130.0,3035.0,21313.0,9409.0,15587.0,3314.0,24257.0,2180.2168654553725,2760.2636209045663,875.8382775191337,6021.614839507037,Low-medium (10-20%)
HB9F0,HB9F0 - BERLIN ALEXANDERPLATZ,HB9F0 - GREET BERLIN ALEXANDERPLATZ,Franchised,Germany , NORTH EUROPE,Germany ,GREET,ECO,1814.75,61,203456.30388813556,,63.59667665380925,,,,203456.30388813556,,,,18300.0,,,,11449.0,,,,11449.0,,,,3234.7144136215484,Medium-high (20-40%)
H3229,H3229 - BUDAPEST CHAIN BRIDGE,H3229 - SOFITEL BUDAPEST CHAIN BRIDGE,Managed,Hungary , NORTH EUROPE,Hungary ,SOFITEL,LUX,,357,,,,12864880.600000001,6890460.0600000005,10538260.055266714,,130305.0,130662.0,9996.0,,100197.0,18198.0,,,164695.0,27550.0,,,40084.08033733176,,,,Low (<10%)
H3378,H3378 - WARSZAWA VICTORIA,H3378 - SOFITEL WARSZAWA VICTORIA,Managed with minority,Poland , NORTH EUROPE,Poland ,SOFITEL,LUX,35052.0,368,4324738.66,6.318468957035001,3750.385038050088,10160836.78,7758613.930000001,10277266.6428,10476016.166,133275.0,134674.0,134320.0,134320.0,101628.0,24619.0,41206.0,85163.0,142661.0,36028.0,65874.0,129734.0,35544.0,10487.515385731558,16870.008,30251.0,Low (<10%)
H3419,H3419 - SOPOT GRAND,H3419 - SOFITEL SOPOT GRAND,Managed with minority,Poland , NORTH EUROPE,Poland ,SOFITEL,LUX,12001.5,126,1404529.5,486.33986542066805,878.7115774965001,4173624.61,3250155.87,3397486.0999999996,4068528.18,45990.0,46116.0,45990.0,45990.0,27190.0,14622.0,17009.0,26033.0,52356.0,31156.0,35103.0,51942.0,9509.59735505963,6228.8659153567105,6963.596710964423,9247.258586475347,Low (<10%)
HA7W6,HA7W6 - EUROPEJSKI WARSAW - RWW,HA7W6 - RAFFLES EUROPEJSKI WARSAW - RWW,Managed,Poland , NORTH EUROPE,Poland ,RAFFLES,LUX,10096.5,106,4729535.946907993,,2958.9253858562074,4438821.292913788,3176196.0693981536,3960220.901344,4729535.946907993,38690.0,38796.0,38690.0,38690.0,19023.0,8697.0,12095.0,22079.0,19023.0,11518.0,19108.0,32944.0,5489.644663343157,2629.3551709755766,3490.3670400638957,6238.034722539101,Low (<10%)
HB0X1,HB0X1 - PRAHA,HB0X1 - MAMA SHELTER PRAHA,Managed,Czech Republic, NORTH EUROPE,Czech Republic,MAMA SHELTER,MID,10876.6,238,274695.27272727276,,112.96432421476365,3309328.7352306293,2585676.8509604773,1663533.6113915856,274695.27272727276,86870.0,87108.0,86870.0,86870.0,62965.0,6734.0,8811.0,49626.0,93188.0,9966.0,13040.0,73445.0,18170.397741018867,2035.8833760319112,2542.672508474823,14020.957069646516,Low (<10%)
HB1I0,HB1I0 - KRASNAYA POLYANA SOCHI RIXOS,HB1I0 - RIXOS KRASNAYA POLYANA SOCHI RIXOS,Franchised,Russia, NORTH EUROPE,Russia,RIXOS,LUX,10858.5,114,6231873.157894737,,2242.3663097946314,3799823.950796401,2794360.4089174727,4048779.220086053,6231873.157894737,41610.0,41724.0,41610.0,31122.0,24203.0,23268.0,25390.0,22501.0,54069.0,48067.0,52479.0,46710.0,6984.4856114647755,7034.590792027103,7327.029280464846,6357.2634309458,Medium-high (20-40%)
